time,lat,lon,servingFreq,servingCid,targetFreq,targetCid,1_SCell_freq,1_SCell_cid,2_SCell_freq,2_SCell_cid,3_SCell_freq,3_SCell_cid,NR_freq,NR_cid,config,reports
1628892210.598846,34.02870321,-118.49303627,8763,243,5035,203,None,None,None,None,None,None,None,None,"('5035', '8', 'a5', 'ms480', 'rsrp', 'ms240', 'infinity', -60, -112)","{('8763', '13', 'a3', 'ms480', 'rsrp', 'ms240', 'infinity', 3.0): [('2021-08-13 22:03:29.836394', '301', '-18.0', '-103', '-11.0', '-95'), ('2021-08-13 22:03:30.076393', '301', '-18.5', '-104', '-11.5', '-96'), ('2021-08-13 22:03:30.316524', '301', '-19.0', '-103', '-12.0', '-97'), ('2021-08-13 22:03:30.556393', '301', '-18.0', '-102', '-11.5', '-96')], ('5035', '8', 'a5', 'ms480', 'rsrp', 'ms240', 'infinity', -60, -112): [('2021-08-13 22:03:30.556503', '203', '-18.0', '-102', '-15.0', '-103'), ('2021-08-13 22:03:30.596558', '203', '-17.5', '-102', '-15.0', '-103'), ('2021-08-13 22:03:30.596558', '463', '-17.5', '-102', '-16.5', '-105')]}"
1628892258.569307,34.02801769,-118.49065878,66786,203,5035,279,None,None,None,None,None,None,None,None,"('5035', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113)","{('5035', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113): [('2021-08-13 22:04:18.526529', '279', '-19.0', '-120', '-16.0', '-107'), ('2021-08-13 22:04:18.526529', '443', '-19.0', '-120', '-17.0', '-108')]}"
1628892259.204668,34.02796548,-118.49071808,5035,279,5035,203,2300,203,1125,203,None,None,None,None,"('5035', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('5035', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-13 22:04:19.144364', '203', '-20.0', '-111', '-13.5', '-102')]}"
1628892296.993893,34.02637865,-118.49270635,5035,203,2300,203,1125,203,68886,203,None,None,None,None,"('2300', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117)","{('1125', '5', 'a5', 'ms100', 'rsrp', 'ms480', 'infinity', -44, -113): [('2021-08-13 22:04:21.524375', '203', '-14.0', '-103', '-14.0', '-108'), ('2021-08-13 22:04:22.004312', '203', '-14.5', '-104', '-14.5', '-109'), ('2021-08-13 22:04:22.484310', '203', '-14.0', '-102', '-13.0', '-112'), ('2021-08-13 22:04:22.964343', '203', '-13.0', '-99', '-17.5', '-116'), ('2021-08-13 22:04:34.204373', '203', '-15.0', '-103', '-14.5', '-109'), ('2021-08-13 22:04:35.204403', '203', '-16.0', '-105', '-14.0', '-109'), ('2021-08-13 22:04:35.684338', '203', '-15.0', '-105', '-13.5', '-111'), ('2021-08-13 22:04:36.844342', '203', '-14.5', '-103', '-15.0', '-110'), ('2021-08-13 22:04:37.324350', '203', '-14.5', '-103', '-15.5', '-111'), ('2021-08-13 22:04:37.804359', '203', '-15.5', '-103', '-17.0', '-111'), ('2021-08-13 22:04:38.284366', '203', '-15.5', '-105', '-16.5', '-111'), ('2021-08-13 22:04:38.764581', '203', '-15.0', '-101', '-17.0', '-109'), ('2021-08-13 22:04:39.244346', '203', '-14.0', '-100', '-17.5', '-111'), ('2021-08-13 22:04:39.364370', '203', '-15.0', '-102', '-17.5', '-110'), ('2021-08-13 22:04:39.364370', '279', '-15.0', '-102', '-20.0', '-111'), ('2021-08-13 22:04:39.844415', '203', '-16.0', '-104', '-15.5', '-109'), ('2021-08-13 22:04:40.324390', '203', '-16.0', '-104', '-16.0', '-111'), ('2021-08-13 22:04:40.804421', '203', '-14.5', '-102', '-17.0', '-113')], ('8665', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-13 22:04:56.964634', '301', '-17.0', '-107', '-13.0', '-113')], ('2300', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-13 22:04:56.964440', '203', '-17.0', '-107', '-15.5', '-112')]}"
1628892337.552598,34.02473488,-118.49202817,2300,203,2300,279,1125,279,5035,279,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-13 22:05:37.501516', '279', '-20.0', '-111', '-14.0', '-104')]}"
1628892375.378978,34.02414483,-118.49141058,2300,279,2300,203,1125,203,68886,203,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-13 22:06:15.324379', '203', '-20.0', '-104', '-19.5', '-100')]}"
1628892379.133401,34.02414617,-118.49141387,2300,203,2300,43,None,None,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-13 22:06:19.076535', '43', '-20.0', '-109', '-19.5', '-104')]}"
1628892379.649386,34.02414617,-118.49141387,2300,43,66786,206,None,None,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-13 22:06:19.604454', '206', '-20.0', '-107', '-17.5', '-101')]}"
1628892380.490276,34.0241433,-118.49141072,66786,206,66786,480,1125,480,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-13 22:06:20.426570', '480', '-20.0', '-114', '-15.0', '-104'), ('2021-08-13 22:06:20.426570', '203', '-20.0', '-114', '-18.0', '-107')]}"
1629156184.147803,34.02484011,-118.49391316,5035,463,66786,463,5035,463,None,None,None,None,None,None,None,{}
1629156216.508243,34.02575256,-118.49343372,66786,463,66786,203,None,None,68886,203,None,None,126510,203,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:23:36.450894', '203', '-20.0', '-116', '-18.5', '-114')]}"
1629156246.634052,34.02705584,-118.49470535,66786,203,66786,443,1125,443,5035,443,None,None,126510,234,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:24:06.580029', '443', '-20.0', '-114', '-14.0', '-106')]}"
1629156261.61142,34.02682635,-118.49540342,66786,443,66786,463,5035,463,None,None,None,None,126510,203,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:24:21.550687', '463', '-20.0', '-115', '-15.0', '-107')]}"
1629156314.240457,34.02438808,-118.49516622,66786,463,66786,443,None,None,5035,443,None,None,126510,203,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:25:14.188847', '443', '-18.5', '-115', '-16.0', '-112'), ('2021-08-16 23:25:14.188847', '203', '-18.5', '-115', '-17.5', '-114')]}"
1629156318.196724,34.02421908,-118.49508217,66786,443,66786,203,5035,203,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:25:18.144597', '203', '-20.0', '-119', '-15.0', '-111')]}"
1629156334.187784,34.02319627,-118.49390543,66786,203,66786,443,1125,443,5035,443,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:25:34.144504', '443', '-20.0', '-117', '-13.0', '-110')]}"
1629156376.824522,34.02263514,-118.4941153,66786,443,66786,482,1125,482,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:26:16.773787', '482', '-19.5', '-99', '-13.5', '-92')]}"
1629156418.444256,34.02390267,-118.49572197,66786,482,66786,203,1125,203,68886,203,None,None,126510,203,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:26:58.396495', '203', '-20.0', '-111', '-17.0', '-107')]}"
1629156447.328139,34.02536848,-118.49640118,66786,203,66786,463,5035,463,None,None,None,None,126510,234,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:27:27.285368', '463', '-20.0', '-118', '-15.0', '-110')]}"
1629156481.946912,34.024862,-118.49783478,66786,463,66786,43,1125,43,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:01.904162', '43', '-20.0', '-112', '-14.5', '-106')]}"
1629156484.539529,34.02470624,-118.4980287,66786,43,2300,490,47090,490,47291,490,None,None,None,None,None,"{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:04.484320', '490', '-16.5', '-111', '-13.5', '-106')]}"
1629156487.58183,34.02452996,-118.4982422,2300,490,2300,43,1125,43,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:07.534375', '43', '-17.5', '-111', '-17.0', '-109')]}"
1629156497.226821,34.02427217,-118.49856757,2300,43,2300,490,1125,490,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:17.184184', '490', '-17.5', '-108', '-14.0', '-104')]}"
1629156503.755038,34.02408445,-118.4986016,2300,490,2300,43,None,None,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:23.707129', '43', '-14.5', '-107', '-14.5', '-106')]}"
1629156505.008277,34.02399064,-118.49849567,2300,43,2300,487,1125,487,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:24.964200', '487', '-18.5', '-110', '-11.5', '-105')]}"
1629156515.96175,34.02329953,-118.49766992,2300,487,2300,43,1125,43,5035,43,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:28:35.905360', '43', '-13.5', '-104', '-12.5', '-99')]}"
1629156551.0466,34.02157662,-118.49563555,2300,43,2300,482,1125,482,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:29:11.003972', '482', '-20.0', '-112', '-17.0', '-107')]}"
1629156553.95435,34.02157604,-118.4956348,2300,482,2300,443,1125,443,5035,443,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:29:13.910902', '443', '-19.0', '-109', '-15.5', '-102')]}"
1629156559.476635,34.02158059,-118.49563762,2300,443,2300,482,1125,482,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:29:19.424008', '482', '-19.5', '-100', '-14.0', '-95')]}"
1629156633.892089,34.01940641,-118.49308194,2300,482,2300,443,1125,443,5035,443,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:30:33.855741', '443', '-18.0', '-97', '-16.0', '-91')]}"
1629156737.190773,34.01635329,-118.48950373,2300,443,66786,319,1125,319,5035,319,None,None,126510,74,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:32:17.163268', '319', '-20.0', '-102', '-14.0', '-97')]}"
1629156868.723177,34.01643433,-118.49144066,66786,74,66786,319,1125,319,5035,319,None,None,126510,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:34:28.671801', '319', '-20.0', '-107', '-15.5', '-100')]}"
1629156940.15428,34.01783193,-118.49307404,66786,319,66786,496,1125,496,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:35:40.122680', '496', '-20.0', '-112', '-13.0', '-106')]}"
1629157025.581729,34.0199439,-118.49561902,66786,496,66786,443,1125,443,5035,443,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:37:05.537528', '443', '-19.0', '-101', '-14.5', '-98')]}"
1629157033.849367,34.0204662,-118.49619967,66786,443,66786,495,1125,495,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:37:13.654293', '495', '-20.0', '-96', '-11.5', '-80')]}"
1629157040.549446,34.02052112,-118.4962622,66786,495,66786,206,1125,206,5035,43,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:37:20.487114', '206', '-19.5', '-104', '-15.0', '-100')]}"
1629157053.565864,34.02052112,-118.4962622,66786,206,66786,43,1125,43,5035,43,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:37:33.522075', '43', '-20.0', '-90', '-14.5', '-83')]}"
1629157170.206644,34.02265407,-118.50055364,66786,43,2300,487,47090,487,47291,487,None,None,None,None,None,"{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:39:30.161863', '487', '-18.5', '-103', '-13.5', '-98')]}"
1629157194.90069,34.02153374,-118.49937883,2300,487,2300,96,1125,96,5035,96,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:39:54.851744', '96', '-19.5', '-104', '-14.0', '-98'), ('2021-08-16 23:39:54.851744', '43', '-19.5', '-104', '-17.5', '-101')]}"
1629157201.454193,34.02151042,-118.49934801,2300,96,66786,43,1125,43,5035,43,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-16 23:40:01.401692', '43', '-20.0', '-106', '-14.5', '-100')]}"
1629648860.209331,34.01897983,-118.49068819,66786,319,66786,279,1125,279,5035,279,None,None,126510,311,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:14:20.181675', '279', '-20.0', '-96', '-11.5', '-85')]}"
1629648920.185099,34.02107488,-118.49314401,66786,279,66786,206,None,None,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:15:20.126694', '206', '-20.0', '-96', '-20.0', '-90'), ('2021-08-22 16:15:20.166833', '43', '-20.0', '-96', '-17.5', '-87'), ('2021-08-22 16:15:20.166833', '206', '-20.0', '-96', '-20.0', '-90')]}"
1629648922.8319,34.02123186,-118.49331836,66786,206,66786,443,1125,443,5035,443,None,None,126510,311,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:15:22.785558', '443', '-20.0', '-106', '-13.0', '-99')]}"
1629648932.395813,34.02191299,-118.49417386,66786,443,66786,482,None,None,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:15:32.347752', '482', '-20.0', '-107', '-17.0', '-101')]}"
1629648961.142185,34.0232984,-118.49582376,66786,482,66786,203,1125,203,68886,203,None,None,126510,203,"('66786', '3', 'a3', 'ms640', 'rsrp', 'ms480', 'r1', 2.0)","{('66786', '3', 'a3', 'ms640', 'rsrp', 'ms480', 'r1', 2.0): [('2021-08-22 16:16:01.107010', '203', '-20.0', '-111', '-12.5', '-104')], ('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:16:01.106856', '203', '-20.0', '-111', '-12.5', '-104')]}"
1629648995.752034,34.02406437,-118.4967599,66786,203,66786,43,1125,43,5035,43,None,None,126510,203,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:16:35.710646', '43', '-20.0', '-115', '-15.0', '-108')]}"
1629649062.094265,34.02234652,-118.49655206,66786,43,66786,443,1125,443,5035,443,None,None,126510,317,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:17:42.048844', '443', '-20.0', '-110', '-13.0', '-101')]}"
1629649067.932135,34.02189572,-118.49603325,66786,443,66786,482,1125,482,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:17:47.879681', '482', '-20.0', '-101', '-13.0', '-95')]}"
1629649142.581365,34.02060723,-118.49455026,66786,482,66786,443,1125,443,5035,443,None,None,126510,311,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:19:02.546668', '443', '-18.5', '-98', '-12.5', '-93')], ('1125', '4', 'a5', 'ms640', 'rsrp', 'ms480', 'r1', -44, -117): [('2021-08-22 16:17:50.381634', '482', '-9.5', '-87', '-9.0', '-84')], ('1125', '6', 'a5', 'ms640', 'rsrp', 'ms480', 'r1', -44, -117): [('2021-08-22 16:18:05.541673', '482', '-10.0', '-77', '-10.0', '-72')]}"
1629649225.635259,34.01758075,-118.49107049,66786,443,66786,319,1125,319,5035,319,None,None,126510,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:20:25.604470', '319', '-19.5', '-96', '-13.5', '-90')]}"
1629649338.824647,34.01598543,-118.48929133,66786,319,66786,74,1125,74,68886,74,None,None,512190,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:22:18.777141', '74', '-20.0', '-104', '-11.5', '-96')]}"
1629649368.830521,34.01632681,-118.49133779,66786,74,66786,319,1125,319,5035,319,None,None,126510,74,None,{}
1629649410.983018,34.01682763,-118.49192265,66786,319,66786,443,1125,443,5035,443,None,None,126510,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:23:30.948098', '443', '-19.5', '-103', '-12.0', '-97')]}"
1629649416.758798,34.01724554,-118.49238904,66786,443,66786,496,1125,496,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:23:36.720785', '496', '-19.0', '-108', '-12.5', '-101')]}"
1629649515.551464,34.01847429,-118.49390637,66786,496,66786,443,1125,443,5035,443,None,None,126510,311,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:25:15.520582', '443', '-18.0', '-99', '-14.0', '-93')]}"
1629649524.744039,34.01913937,-118.49468949,66786,443,66786,495,1125,495,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:25:24.700611', '495', '-20.0', '-96', '-9.5', '-85')]}"
1629649531.376456,34.01972105,-118.49537395,66786,495,66786,206,1125,206,5035,43,None,None,126510,317,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:25:31.339641', '206', '-20.0', '-102', '-19.5', '-95')]}"
1629649555.414404,34.0217677,-118.49778675,66786,206,66786,43,1125,43,5035,43,None,None,126510,311,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:25:55.379495', '43', '-20.0', '-111', '-15.0', '-103')]}"
1629649589.409306,34.02330604,-118.4996616,66786,43,2300,487,None,None,47291,487,None,None,None,None,None,"{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:26:29.358219', '487', '-18.5', '-101', '-13.5', '-96')]}"
1629649620.660551,34.02234756,-118.50033142,2300,487,2300,96,1125,96,5035,96,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:27:00.608293', '96', '-17.5', '-100', '-14.0', '-96')]}"
1629649628.420828,34.02180942,-118.49967234,2300,96,66786,43,1125,43,5035,43,None,None,126510,317,"('2300', '5', 'a5', 'ms100', 'rsrp', 'ms480', 'infinity', -140, -117)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:27:08.378164', '43', '-18.0', '-103', '-12.5', '-97')]}"
1629649740.668342,34.01867444,-118.496069,66786,43,66786,206,None,None,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:29:00.630188', '206', '-20.0', '-91', '-14.5', '-87')]}"
1629649741.916718,34.01858918,-118.49596912,66786,206,66786,495,1125,495,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:29:01.880160', '495', '-19.5', '-90', '-11.5', '-83')]}"
1629649744.041916,34.01834204,-118.49568452,66786,495,66786,206,1125,206,5035,43,None,None,126510,62,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:29:04.000073', '206', '-19.0', '-93', '-14.0', '-86')]}"
1629649760.065495,34.01733221,-118.49449485,66786,206,66786,493,1125,493,None,None,None,None,126510,190,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:29:20.020114', '493', '-20.0', '-99', '-14.0', '-92')]}"
1629649802.076656,34.01640302,-118.493372,66786,493,66786,206,1125,206,5035,43,None,None,126510,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:30:02.022895', '206', '-20.0', '-111', '-16.5', '-105')]}"
1629649807.482704,34.01598295,-118.492876,66786,206,66786,468,1125,468,None,None,None,None,126510,311,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:30:07.430780', '468', '-20.0', '-107', '-16.5', '-101')]}"
1629649815.110579,34.01537082,-118.49219337,66786,468,66786,206,1125,206,5035,43,None,None,126510,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:30:15.049605', '206', '-18.5', '-109', '-17.0', '-105')]}"
1629649819.83147,34.01503815,-118.49181396,66786,206,66786,74,1125,74,68886,74,None,None,512190,74,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 16:30:19.785714', '74', '-20.0', '-104', '-12.0', '-95')]}"
